,sentence_1_id,sentence_2_id,sentence_1,sentence_2,label
933,a933,b933,"It then played seasons in Sydney, Brisbane and Adelaide until late 1954, before returning to Melbourne for a further season.A limited run of South Pacific by the New York City Center Light Opera Company opened at New York City Center on May 4, 1955, closing on May 15, 1955.","It was directed by Charles Atkin, and had costumes by Motley and sets by Mielziner.",1
934,a934,b934,"The cast included Richard Collett as Emile, Sandra Deel as Nellie, Carol Lawrence as Liat, Sylvia Syms as Bloody Mary and Gene Saks as the Professor.There have been many stock or summer revivals of South Pacific.","One, in 1957 at Long Island's Westbury Music Fair, occurred at the same time that Arkansas Governor Orval Faubus was resisting the integration of Central High School by the Little Rock Nine.",1
935,a935,b935,Nellie's pronouncement that she was from Little Rock was initially met with boos.,"Logan refused to allow Nellie's hometown to be changed, so a speech was made before each performance asking for the audience's forbearance, which was forthcoming.There were two revivals at Lincoln Center.",1
936,a936,b936,"Richard Rodgers produced the 1967 revival, which starred Florence Henderson and Giorgio Tozzi, who had been Rossano Brazzi's singing voice in the 1958 film.A 1988 West End revival starred Gemma Craven and Emile Belcourt, supported by Bertice Reading, among others, and was directed by Roger Redfern.","It ran at the Prince of Wales Theatre from January 20, 1988 to January 14, 1989.A new production with slight revisions to the book and score was produced by the Royal National Theatre at the company's Olivier Theatre in London for a limited run from December 2001 through April 2002, timed to celebrate the centenary of Richard Rodgers' birth.",1
937,a937,b937,"Trevor Nunn directed, with musical staging by Matthew Bourne and designs by John Napier.","Lauren Kennedy was Nellie, and Australian actor Philip Quast played Emile,A British touring production of South Pacific opened at the Blackpool Grand Theatre on August 28, 2007.",1
938,a938,b938,"The tour ended at the Cardiff New Theatre on July 19, 2008.A Broadway revival of South Pacific opened on April 3, 2008 at Lincoln Center's Vivian Beaumont Theater.","Bartlett Sher directed, with musical staging by Christopher Gattelli and associate choreographer Joe Langworth.",1
939,a939,b939,"The opening cast starred Kelli O'Hara as Nellie, Paulo Szot as Emile and Matthew Morrison as Lt. Cable, with Danny Burstein as Billis and Loretta Ables Sayre as Bloody Mary.With a few exceptions, the production received rave reviews.","Ben Brantley wrote in The New York Times:I know we're not supposed to expect perfection in this imperfect world, but I'm darned if I can find one serious flaw in this production.",1
940,a940,b940,"(Yes, the second act remains weaker than the first, but Mr. Sher almost makes you forget that.)","All of the supporting performances, including those of the ensemble, feel precisely individualized, right down to how they wear Catherine Zuber's carefully researched period costumes.The production, with most of the original principals, was taped and broadcast live in HD on August 18, 2010 on the PBS television show Live from Lincoln Center.A production based on the 2008 Broadway revival opened at the Barbican Theatre in London on August 15, 2011 and closed on October 1, 2011.A U.S. national tour based on the 2008 revival began in San Francisco at the Golden Gate Theatre on September 18, 2009.",1
941,a941,b941,"Sher directed, and the cast starred Rod Gilfry (Emile) and Carmen Cusack (Nellie).Reviewers gave the original production uniformly glowing reviews; one critic called it ""South Terrific"".","The New York Herald Tribune wrote:The new and much-heralded musical, South Pacific, is a show of rare enchantment.",1
942,a942,b942,"It is novel in texture and treatment, rich in dramatic substance, and eloquent in song, a musical play to be cherished.","Under Logan's superb direction, the action shifts with constant fluency.",1
943,a943,b943,...,"The New York Daily Mirror critic wrote, ""Programmed as a musical play, South Pacific is just that.",1
944,a944,b944,It boasts no ballets and no hot hoofing.,It has no chorus in the conventional sense.,1
945,a945,b945,Every one in it plays a part.,"It is likely to establish a new trend in musicals.""",1
946,a946,b946,"The review continued: ""Every number is so outstanding that it is difficult to decide which will be the most popular.","""When South Pacific opened in London in November 1951, the reviews were mixed.",1
947,a947,b947,"London's Daily Express praised the music but disliked other elements of that show, writing, ""We got a 42nd Street Madame Butterfly, the weakest of all the Hammerstein-Rodgers musicals.A 2006 review asserted: ""Many are the knowledgeable and discriminating people for whom Rodgers and Hammerstein's South Pacific, brilliantly co-written and staged by Joshua Logan, was the greatest musical of all.","""South Pacific opened on Broadway with $400,000 in advance sales.",1
948,a948,b948,People were so eager to obtain tickets that the press wrote about the lengths people had gone to in getting them.,"Because ""house seats"" were being sold by scalpers for $200 or more, the attorney general's office threatened to close the show.",1
